primary_category,macro_field,month,event_time,event_bin,post,n_all,n_non,n_marker,marker_share,dist_all,dist_leaveout,log_n_non,log_n_all,cat_adoption,cat_adoption_z
astro-ph.CO,astro-ph,2020-05,-31,lead_25_36,0,8,8,0,0.0,0.9936363608530543,0.9936363608530543,2.1972245773362196,2.1972245773362196,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2020-06,-30,lead_25_36,0,2,2,0,0.0,1.1104364684989607,1.1104364684989607,1.0986122886681098,1.0986122886681098,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2020-07,-29,lead_25_36,0,6,6,0,0.0,1.1873531740646002,1.1873531740646002,1.9459101490553132,1.9459101490553132,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2020-08,-28,lead_25_36,0,4,4,0,0.0,1.105051992980383,1.105051992980383,1.6094379124341003,1.6094379124341003,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2020-09,-27,lead_25_36,0,6,6,0,0.0,1.1309504033472668,1.1309504033472668,1.9459101490553132,1.9459101490553132,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2020-10,-26,lead_25_36,0,7,7,0,0.0,1.0447405653382724,1.0447405653382724,2.0794415416798357,2.0794415416798357,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2020-11,-25,lead_25_36,0,5,5,0,0.0,1.0880467811735235,1.0880467811735235,1.791759469228055,1.791759469228055,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2020-12,-24,lead_13_24,0,6,6,0,0.0,0.9723906668759571,0.9723906668759571,1.9459101490553132,1.9459101490553132,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2021-01,-23,lead_13_24,0,5,5,0,0.0,1.100155026147611,1.100155026147611,1.791759469228055,1.791759469228055,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2021-02,-22,lead_13_24,0,5,5,0,0.0,1.0815408701883507,1.0815408701883507,1.791759469228055,1.791759469228055,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2021-03,-21,lead_13_24,0,2,2,0,0.0,1.0375151666834275,1.0375151666834275,1.0986122886681098,1.0986122886681098,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2021-04,-20,lead_13_24,0,1,1,0,0.0,,,0.6931471805599453,0.6931471805599453,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2021-05,-19,lead_13_24,0,1,1,0,0.0,,,0.6931471805599453,0.6931471805599453,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2021-06,-18,lead_13_24,0,7,7,0,0.0,1.1141264445903991,1.1141264445903991,2.0794415416798357,2.0794415416798357,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2021-07,-17,lead_13_24,0,6,6,0,0.0,1.1043788339361988,1.1043788339361988,1.9459101490553132,1.9459101490553132,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2021-08,-16,lead_13_24,0,2,2,0,0.0,1.1159013420779338,1.1159013420779338,1.0986122886681098,1.0986122886681098,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2021-09,-15,lead_13_24,0,11,11,0,0.0,1.154602774127192,1.154602774127192,2.4849066497880004,2.4849066497880004,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2021-10,-14,lead_13_24,0,10,10,0,0.0,1.0217717443175394,1.0217717443175394,2.3978952727983707,2.3978952727983707,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2021-11,-13,lead_13_24,0,6,6,0,0.0,0.9989059715667779,0.9989059715667779,1.9459101490553132,1.9459101490553132,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2021-12,-12,lead_07_12,0,4,4,0,0.0,1.047975837577704,1.047975837577704,1.6094379124341003,1.6094379124341003,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2022-01,-11,lead_07_12,0,5,5,0,0.0,1.0312381963867685,1.0312381963867685,1.791759469228055,1.791759469228055,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2022-02,-10,lead_07_12,0,5,5,0,0.0,0.9552261660561425,0.9552261660561425,1.791759469228055,1.791759469228055,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2022-03,-9,lead_07_12,0,10,10,0,0.0,1.1193270837994864,1.1193270837994864,2.3978952727983707,2.3978952727983707,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2022-04,-8,lead_07_12,0,8,8,0,0.0,1.1120238252354286,1.1120238252354286,2.1972245773362196,2.1972245773362196,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2022-05,-7,lead_07_12,0,5,5,0,0.0,1.0465952742604345,1.0465952742604345,1.791759469228055,1.791759469228055,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2022-06,-6,lead_04_06,0,4,4,0,0.0,1.024075752054695,1.024075752054695,1.6094379124341003,1.6094379124341003,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2022-07,-5,lead_04_06,0,11,11,0,0.0,1.0496352657963441,1.0496352657963441,2.4849066497880004,2.4849066497880004,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2022-08,-4,lead_04_06,0,3,3,0,0.0,1.05047606931629,1.05047606931629,1.3862943611198906,1.3862943611198906,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2022-09,-3,lead_02_03,0,5,5,0,0.0,1.223597861984549,1.223597861984549,1.791759469228055,1.791759469228055,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2022-10,-2,lead_02_03,0,7,7,0,0.0,1.1065927217889633,1.1065927217889633,2.0794415416798357,2.0794415416798357,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2022-11,-1,reference_m01,0,9,9,0,0.0,1.1472667914519092,1.1472667914519092,2.302585092994046,2.302585092994046,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2022-12,0,lag_00,1,2,2,0,0.0,1.2220804476461606,1.2220804476461606,1.0986122886681098,1.0986122886681098,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2023-01,1,lag_01_02,1,2,2,0,0.0,1.070496325188559,1.070496325188559,1.0986122886681098,1.0986122886681098,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2023-02,2,lag_01_02,1,5,4,1,0.2,1.049482114397437,1.094728929672633,1.6094379124341003,1.791759469228055,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2023-03,3,lag_03_06,1,7,7,0,0.0,1.115696030250391,1.115696030250391,2.0794415416798357,2.0794415416798357,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2023-04,4,lag_03_06,1,6,6,0,0.0,1.1842480422249653,1.1842480422249653,1.9459101490553132,1.9459101490553132,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2023-05,5,lag_03_06,1,7,7,0,0.0,1.0628990809786412,1.0628990809786412,2.0794415416798357,2.0794415416798357,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2023-06,6,lag_03_06,1,6,6,0,0.0,1.0801386081426283,1.0801386081426283,1.9459101490553132,1.9459101490553132,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2023-07,7,lag_07_12,1,8,8,0,0.0,1.1712128843900198,1.1712128843900198,2.1972245773362196,2.1972245773362196,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2023-08,8,lag_07_12,1,6,6,0,0.0,1.153974334208813,1.153974334208813,1.9459101490553132,1.9459101490553132,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2023-09,9,lag_07_12,1,5,5,0,0.0,1.0812354391039127,1.0812354391039127,1.791759469228055,1.791759469228055,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2023-10,10,lag_07_12,1,10,10,0,0.0,1.085406789423823,1.085406789423823,2.3978952727983707,2.3978952727983707,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2023-11,11,lag_07_12,1,9,9,0,0.0,1.1038051262403885,1.1038051262403885,2.302585092994046,2.302585092994046,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2023-12,12,lag_07_12,1,4,4,0,0.0,1.1063882415705235,1.1063882415705235,1.6094379124341003,1.6094379124341003,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2024-01,13,lag_13_24,1,8,8,0,0.0,1.1572338651380047,1.1572338651380047,2.1972245773362196,2.1972245773362196,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2024-02,14,lag_13_24,1,7,7,0,0.0,1.0604427934341278,1.0604427934341278,2.0794415416798357,2.0794415416798357,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2024-03,15,lag_13_24,1,7,7,0,0.0,1.0406962353023361,1.0406962353023361,2.0794415416798357,2.0794415416798357,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2024-04,16,lag_13_24,1,4,4,0,0.0,1.0749924041233123,1.0749924041233123,1.6094379124341003,1.6094379124341003,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2024-05,17,lag_13_24,1,9,9,0,0.0,1.0990760244495243,1.0990760244495243,2.302585092994046,2.302585092994046,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2024-06,18,lag_13_24,1,4,4,0,0.0,1.0946634258626593,1.0946634258626593,1.6094379124341003,1.6094379124341003,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2024-07,19,lag_13_24,1,9,9,0,0.0,1.1156583429414697,1.1156583429414697,2.302585092994046,2.302585092994046,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2024-08,20,lag_13_24,1,1,1,0,0.0,,,0.6931471805599453,0.6931471805599453,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2024-09,21,lag_13_24,1,4,4,0,0.0,1.1146195510496575,1.1146195510496575,1.6094379124341003,1.6094379124341003,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2024-10,22,lag_13_24,1,7,7,0,0.0,1.0651405512865881,1.0651405512865881,2.0794415416798357,2.0794415416798357,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2024-11,23,lag_13_24,1,5,5,0,0.0,0.9577864567532245,0.9577864567532245,1.791759469228055,1.791759469228055,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2024-12,24,lag_13_24,1,5,5,0,0.0,1.0098657953638017,1.0098657953638017,1.791759469228055,1.791759469228055,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2025-01,25,lag_25_36,1,3,3,0,0.0,1.0619237475962773,1.0619237475962773,1.3862943611198906,1.3862943611198906,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2025-02,26,lag_25_36,1,5,5,0,0.0,0.9302840918845471,0.9302840918845471,1.791759469228055,1.791759469228055,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2025-03,27,lag_25_36,1,5,5,0,0.0,1.1220450482746442,1.1220450482746442,1.791759469228055,1.791759469228055,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2025-04,28,lag_25_36,1,5,5,0,0.0,0.9346280779451174,0.9346280779451174,1.791759469228055,1.791759469228055,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2025-05,29,lag_25_36,1,10,10,0,0.0,1.0588407226976615,1.0588407226976615,2.3978952727983707,2.3978952727983707,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2025-06,30,lag_25_36,1,4,3,1,0.25,1.0161174444848373,1.0143526618863465,1.3862943611198906,1.6094379124341003,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2025-07,31,lag_25_36,1,7,7,0,0.0,1.0083369907545037,1.0083369907545037,2.0794415416798357,2.0794415416798357,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2025-08,32,lag_25_36,1,4,4,0,0.0,0.9266858184476076,0.9266858184476076,1.6094379124341003,1.6094379124341003,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2025-09,33,lag_25_36,1,8,8,0,0.0,1.0808781889236114,1.0808781889236114,2.1972245773362196,2.1972245773362196,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2025-10,34,lag_25_36,1,11,11,0,0.0,1.0435478690170366,1.0435478690170366,2.4849066497880004,2.4849066497880004,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2025-11,35,lag_25_36,1,8,8,0,0.0,1.0062801852840386,1.0062801852840386,2.1972245773362196,2.1972245773362196,0.012162162162162163,-0.3926810438326902
astro-ph.CO,astro-ph,2025-12,36,lag_25_36,1,6,6,0,0.0,1.045863460982504,1.045863460982504,1.9459101490553132,1.9459101490553132,0.012162162162162163,-0.3926810438326902
astro-ph.EP,astro-ph,2018-01,-59,lead_49_60,0,10,10,0,0.0,1.2198186788676688,1.2198186788676688,2.3978952727983707,2.3978952727983707,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2018-02,-58,lead_49_60,0,5,5,0,0.0,1.2340157278927042,1.2340157278927042,1.791759469228055,1.791759469228055,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2018-03,-57,lead_49_60,0,2,2,0,0.0,1.0660667207081729,1.0660667207081729,1.0986122886681098,1.0986122886681098,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2018-04,-56,lead_49_60,0,6,6,0,0.0,1.1455178023981745,1.1455178023981745,1.9459101490553132,1.9459101490553132,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2018-05,-55,lead_49_60,0,5,5,0,0.0,1.1930620125355067,1.1930620125355067,1.791759469228055,1.791759469228055,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2018-06,-54,lead_49_60,0,5,5,0,0.0,1.1987532635477742,1.1987532635477742,1.791759469228055,1.791759469228055,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2018-07,-53,lead_49_60,0,2,2,0,0.0,1.1910279865756184,1.1910279865756184,1.0986122886681098,1.0986122886681098,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2018-08,-52,lead_49_60,0,4,4,0,0.0,1.1452154796992782,1.1452154796992782,1.6094379124341003,1.6094379124341003,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2018-09,-51,lead_49_60,0,5,5,0,0.0,1.1864847424826697,1.1864847424826697,1.791759469228055,1.791759469228055,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2018-10,-50,lead_49_60,0,9,9,0,0.0,1.2055407193618415,1.2055407193618415,2.302585092994046,2.302585092994046,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2018-11,-49,lead_49_60,0,9,9,0,0.0,1.2088093976080647,1.2088093976080647,2.302585092994046,2.302585092994046,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2018-12,-48,lead_37_48,0,3,3,0,0.0,1.187868343752471,1.187868343752471,1.3862943611198906,1.3862943611198906,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2019-01,-47,lead_37_48,0,10,10,0,0.0,1.1827874005149404,1.1827874005149404,2.3978952727983707,2.3978952727983707,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2019-02,-46,lead_37_48,0,8,8,0,0.0,1.1790794001456142,1.1790794001456142,2.1972245773362196,2.1972245773362196,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2019-03,-45,lead_37_48,0,15,15,0,0.0,1.2245358273033287,1.2245358273033287,2.772588722239781,2.772588722239781,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2019-04,-44,lead_37_48,0,18,18,0,0.0,1.1939081595411403,1.1939081595411403,2.9444389791664403,2.9444389791664403,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2019-05,-43,lead_37_48,0,13,13,0,0.0,1.190600410084706,1.190600410084706,2.6390573296152584,2.6390573296152584,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2019-06,-42,lead_37_48,0,8,8,0,0.0,1.1836780145357562,1.1836780145357562,2.1972245773362196,2.1972245773362196,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2019-07,-41,lead_37_48,0,11,11,0,0.0,1.2361320461981904,1.2361320461981904,2.4849066497880004,2.4849066497880004,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2019-08,-40,lead_37_48,0,12,12,0,0.0,1.2088841491008662,1.2088841491008662,2.5649493574615367,2.5649493574615367,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2019-09,-39,lead_37_48,0,13,13,0,0.0,1.204953144526934,1.204953144526934,2.6390573296152584,2.6390573296152584,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2019-10,-38,lead_37_48,0,5,5,0,0.0,1.1569770452424701,1.1569770452424701,1.791759469228055,1.791759469228055,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2019-11,-37,lead_37_48,0,8,8,0,0.0,1.1144125727821244,1.1144125727821244,2.1972245773362196,2.1972245773362196,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2019-12,-36,lead_25_36,0,19,19,0,0.0,1.1919088292465,1.1919088292465,2.995732273553991,2.995732273553991,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2020-01,-35,lead_25_36,0,6,6,0,0.0,1.2518475432580183,1.2518475432580183,1.9459101490553132,1.9459101490553132,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2020-02,-34,lead_25_36,0,17,17,0,0.0,1.1993583868913487,1.1993583868913487,2.8903717578961645,2.8903717578961645,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2020-03,-33,lead_25_36,0,12,12,0,0.0,1.2034300382606586,1.2034300382606586,2.5649493574615367,2.5649493574615367,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2020-04,-32,lead_25_36,0,7,7,0,0.0,1.1292720121921183,1.1292720121921183,2.0794415416798357,2.0794415416798357,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2020-05,-31,lead_25_36,0,19,19,0,0.0,1.1909687834306693,1.1909687834306693,2.995732273553991,2.995732273553991,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2020-06,-30,lead_25_36,0,23,23,0,0.0,1.1958532336896794,1.1958532336896794,3.1780538303479458,3.1780538303479458,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2020-07,-29,lead_25_36,0,20,20,0,0.0,1.1851860751916103,1.1851860751916103,3.044522437723423,3.044522437723423,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2020-08,-28,lead_25_36,0,10,10,0,0.0,1.2049844841421955,1.2049844841421955,2.3978952727983707,2.3978952727983707,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2020-09,-27,lead_25_36,0,13,13,0,0.0,1.1919943545940794,1.1919943545940794,2.6390573296152584,2.6390573296152584,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2020-10,-26,lead_25_36,0,16,16,0,0.0,1.2104285473332486,1.2104285473332486,2.833213344056216,2.833213344056216,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2020-11,-25,lead_25_36,0,22,22,0,0.0,1.1798521928358043,1.1798521928358043,3.1354942159291497,3.1354942159291497,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2020-12,-24,lead_13_24,0,28,28,0,0.0,1.1795019929243749,1.1795019929243749,3.367295829986474,3.367295829986474,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2021-01,-23,lead_13_24,0,18,18,0,0.0,1.1612905680678256,1.1612905680678256,2.9444389791664403,2.9444389791664403,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2021-02,-22,lead_13_24,0,28,28,0,0.0,1.2142005777907527,1.2142005777907527,3.367295829986474,3.367295829986474,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2021-03,-21,lead_13_24,0,30,30,0,0.0,1.179566390371129,1.179566390371129,3.4339872044851463,3.4339872044851463,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2021-04,-20,lead_13_24,0,29,29,0,0.0,1.2126287210271047,1.2126287210271047,3.4011973816621555,3.4011973816621555,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2021-05,-19,lead_13_24,0,28,28,0,0.0,1.183718535599236,1.183718535599236,3.367295829986474,3.367295829986474,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2021-06,-18,lead_13_24,0,14,14,0,0.0,1.2310752811446488,1.2310752811446488,2.70805020110221,2.70805020110221,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2021-07,-17,lead_13_24,0,16,16,0,0.0,1.2370574967161034,1.2370574967161034,2.833213344056216,2.833213344056216,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2021-08,-16,lead_13_24,0,24,24,0,0.0,1.1896183182665612,1.1896183182665612,3.2188758248682006,3.2188758248682006,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2021-09,-15,lead_13_24,0,26,26,0,0.0,1.171897995094829,1.171897995094829,3.295836866004329,3.295836866004329,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2021-10,-14,lead_13_24,0,23,23,0,0.0,1.2141957262250611,1.2141957262250611,3.1780538303479458,3.1780538303479458,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2021-11,-13,lead_13_24,0,29,29,0,0.0,1.2119922209010616,1.2119922209010616,3.4011973816621555,3.4011973816621555,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2021-12,-12,lead_07_12,0,25,25,0,0.0,1.195294783178463,1.195294783178463,3.258096538021482,3.258096538021482,0.0015898251192368838,-0.5194068006335971
astro-ph.EP,astro-ph,2022-01,-11,lead_07_12,0,25,25,0,0.0,1.2024023518307838,1.2024023518307838,3.258096538021482,3.258096538021482,0.0015898251192368838,-0.5194068006335971
