primary_category,macro_field,rows,pre_rows,post_rows,observed_genai_marker_share,arxiv_macro_field,n_respondents,mean_frequency_score,share_any_use,share_weekly_or_daily,share_use_research,share_use_code,share_use_manuscripts,share_use_review,share_use_literature,share_use_scientific_search,share_use_brainstorm,nature_frequency_z,nature_any_use_z,nature_weekly_z,nature_research_writing_raw,nature_research_writing_z,n_pre_papers,text_writing_share,code_computation_share,ai_ml_method_share,literature_synthesis_share,pre_task_supported,text_writing_z,code_computation_z,ai_ml_method_z,literature_synthesis_z,pre_task_fit_raw,pre_task_fit_z,pre_ai_ml_z,ai_heavy_category,exposure_claim_role
cs.CR,cs,4800,2950,1850,0.06520833333333333,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,2950,0.07152542372881356,0.6359322033898305,0.24915254237288137,0.1064406779661017,True,0.0679356350896317,0.991762220941782,0.7267269829421318,0.712393227026656,1.7720910830580696,0.8364503274841736,0.7267269829421318,False,primary_external_adoption
cs.CV,cs,4800,2950,1850,0.04583333333333333,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,2950,0.11220338983050847,0.5525423728813559,0.5196610169491526,0.04372881355932203,True,0.5217202746689436,0.6442172267108156,2.4808599653976113,-0.6325165396188929,0.5334209617608662,0.2517817184553706,2.4808599653976113,True,primary_external_adoption
cs.CY,cs,4790,2940,1850,0.10897703549060543,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,2940,0.11224489795918367,0.5649659863945579,0.2860544217687075,0.1921768707482993,True,0.5221833202195348,0.6959952991741568,0.9660200544963898,2.5510794807129282,3.7692581001066197,1.7791394597877122,0.9660200544963898,False,primary_external_adoption
cs.DB,cs,4121,2352,1769,0.07109924775539918,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,2352,0.15943877551020408,0.8439625850340136,0.14540816326530612,0.0820578231292517,True,1.0486564644593508,1.8587734301928405,0.053988587511003265,0.1894819738055659,3.096911868457757,1.4617831844686446,0.053988587511003265,False,primary_external_adoption
cs.DC,cs,4800,2950,1850,0.042291666666666665,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,2950,0.06813559322033898,0.7762711864406779,0.2064406779661017,0.06338983050847458,True,0.030120248458022348,1.5766550161109694,0.4497586172912664,-0.21086915331920725,1.3959061112497844,0.6588860668928609,0.4497586172912664,False,primary_external_adoption
cs.DL,cs,2457,1457,1000,0.054945054945054944,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,1457,0.19560741249142072,0.4838709677419355,0.10638297872340426,0.39121482498284144,True,1.4521371069173448,0.35801442527225447,-0.19907321936433162,6.819619271633994,8.629770803823593,4.073365462973251,-0.19907321936433162,False,primary_external_adoption
cs.DM,cs,2239,1417,822,0.00044662795891022776,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,1417,0.040931545518701484,0.3803810868031052,0.020465772759350742,0.06633733239237827,True,-0.2733555681677163,-0.07330183780845732,-0.7562099411548107,-0.1476574451621193,-0.4943148511382929,-0.23332311926167854,-0.7562099411548107,False,primary_external_adoption
cs.DS,cs,4800,2950,1850,0.0010416666666666667,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,2950,0.07050847457627119,0.7783050847457628,0.03898305084745763,0.0640677966101695,True,0.05659101910014892,1.5851317232873348,-0.6361332289906969,-0.19632958827439045,1.445393154113093,0.6822446028084109,-0.6361332289906969,False,primary_external_adoption
cs.ET,cs,1982,1014,968,0.022704339051463168,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,1014,0.05325443786982249,0.6005917159763313,0.39349112426035504,0.08382642998027613,True,-0.13588706125790043,0.8444731639986108,1.6627016045367715,0.22741126597060393,0.9359973687113143,0.4418030839768345,1.6627016045367715,False,primary_external_adoption
cs.FL,cs,1849,1071,778,0.007030827474310438,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,1071,0.3408029878618114,0.38095238095238093,0.02427637721755369,0.04295051353874883,True,3.0718720187672823,-0.07092084697775825,-0.7314997838346156,-0.6492078516848145,2.3517433201047098,1.1100538166840048,-0.7314997838346156,False,primary_external_adoption
cs.GL,cs,55,39,16,0.09090909090909091,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,39,0.20512820512820512,0.5128205128205128,0.20512820512820512,0.10256410256410256,True,1.5583466810241622,0.4786678600612933,0.4412477863565329,0.629256739719114,2.66627128080457,1.2585151560844166,0.4412477863565329,False,primary_external_adoption
cs.GR,cs,2622,1278,1344,0.020976353928299007,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,1278,0.054773082942097026,0.6705790297339593,0.2762128325508607,0.04381846635367762,True,-0.11894575684144666,1.1361602966839774,0.9022015132331447,-0.6305938584822934,0.3866206813602373,0.18249005292541615,0.9022015132331447,False,primary_external_adoption
cs.GT,cs,4396,2566,1830,0.010464058234758872,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,2566,0.020265003897116135,0.4380358534684334,0.07482462977396727,0.0970381917381138,True,-0.5039019803864727,0.16698676124383194,-0.40371575727653414,0.5107488383867912,0.17383361924415042,0.08205175746023685,-0.40371575727653414,False,primary_external_adoption
cs.HC,cs,4712,2862,1850,0.09910865874363328,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,2862,0.1418588399720475,0.48846960167714887,0.23689727463312368,0.15723270440251572,True,0.8525428069557738,0.3771802179683031,0.6472567578972218,1.8016718359188386,3.0313948608429158,1.4308582940952637,0.6472567578972218,False,primary_external_adoption
cs.IR,cs,4747,2897,1850,0.11101748472719612,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,2897,0.32447359337245424,0.5736969278564031,0.3855712806351398,0.11391094235415948,True,2.889708820775124,0.7323833692959631,1.6113447701875288,0.8725994596105688,4.494691649681656,2.1215536482632387,1.6113447701875288,False,primary_external_adoption
cs.IT,cs,4800,2950,1850,0.005625,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,2950,0.014576271186440677,0.6142372881355932,0.10305084745762712,0.05864406779661017,True,-0.5673628603214049,0.9013440110605551,-0.22068068051439912,-0.31264610863292447,0.021335042106225666,0.010070420830652491,-0.22068068051439912,False,primary_external_adoption
cs.LG,cs,4800,2950,1850,0.058541666666666665,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,2950,0.08203389830508474,0.7220338983050848,0.6542372881355932,0.06983050847457627,True,0.18516333364762064,1.350609491407902,3.353530133361051,-0.07274328539344828,1.4630295396620745,0.6905692090372427,3.353530133361051,True,primary_external_adoption
cs.LO,cs,4723,2889,1834,0.0059284353165360995,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,2889,0.2481827622014538,0.3655244029075805,0.0398061613014884,0.057805469020422294,True,2.038643474007551,-0.13522025264726298,-0.6307957060244351,-0.33063057927593326,1.5727926420843548,0.7423788388269023,-0.6307957060244351,False,primary_external_adoption
cs.MA,cs,2763,1300,1463,0.10893955845095911,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,1300,0.04230769230769231,0.5646153846153846,0.33,0.08538461538461538,True,-0.25800390891589325,0.6945340911038544,1.2509885322098409,0.2608278895770589,0.6973580717650201,0.32916219322935836,1.2509885322098409,False,primary_external_adoption
cs.MM,cs,1859,918,941,0.08821947283485745,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,918,0.16122004357298475,0.5533769063180828,0.31699346405228757,0.0664488017429194,True,1.0685274699034846,0.6476953237003918,1.1666466507618998,-0.1452668892498924,1.5709559043539842,0.741511874430569,1.1666466507618998,False,primary_external_adoption
cs.MS,cs,627,409,218,0.001594896331738437,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,409,0.16381418092909536,0.8850855745721271,0.10513447432762836,0.05378973105134474,True,1.0974664704970476,2.0301623042874017,-0.2071692420224079,-0.4167515272973397,2.71087724748711,1.2795697597648168,-0.2071692420224079,False,primary_external_adoption
cs.NA,cs,172,172,0,0.0,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,172,0.040697674418604654,0.6802325581395349,0.11627906976744186,0.05232558139534884,True,-0.2759645263589921,1.1763934456610974,-0.13490125682260296,-0.44815147355642,0.45227744574568535,0.21348091033495012,-0.13490125682260296,False,primary_external_adoption
cs.NE,cs,4561,2749,1812,0.026529269896952423,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,2749,0.0542015278283012,0.7351764277919244,0.5765732993815933,0.08330301927973809,True,-0.12532176223623817,1.4053838002994377,2.849912032538738,0.21618627418030556,1.496248312243505,0.7062489071464451,2.849912032538738,False,primary_external_adoption
cs.NI,cs,4800,2950,1850,0.031875,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,2950,0.023728813559322035,0.6867796610169492,0.19694915254237289,0.08983050847457627,True,-0.4652613164160598,1.2036799003509082,0.3882100915910743,0.35617388342864575,1.0945924673634941,0.5166620590449086,0.3882100915910743,False,primary_external_adoption
cs.OH,cs,572,403,169,0.017482517482517484,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,403,0.06699751861042183,0.652605459057072,0.18114143920595532,0.10421836228287841,True,0.017424412698080056,1.061251588042654,0.2857037601940773,0.6647337594728026,1.7434097602135368,0.8229123654034725,0.2857037601940773,False,primary_external_adoption
cs.OS,cs,400,177,223,0.08,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,177,0.11864406779661017,0.6666666666666666,0.062146892655367235,0.022598870056497175,True,0.5935695092690014,1.119854684940187,-0.4859255174604657,-1.0856663168490146,0.6277578773601737,0.296309984920499,-0.4859255174604657,False,primary_external_adoption
cs.PF,cs,860,489,371,0.056976744186046514,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,489,0.049079754601226995,0.6421267893660532,0.17177914110429449,0.07566462167689161,True,-0.18245790350850288,1.01757948587975,0.2249932189904111,0.05237428047278665,0.8874958628440338,0.4189097345017314,0.2249932189904111,False,primary_external_adoption
cs.PL,cs,3477,1988,1489,0.03508771929824561,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,1988,0.5462776659959758,0.7676056338028169,0.08450704225352113,0.061871227364185113,True,5.36405281577871,1.5405394679299775,-0.3409294097998854,-0.24343690137985557,6.6611553823288325,3.1441530597608325,-0.3409294097998854,False,primary_external_adoption
cs.RO,cs,4800,2950,1850,0.03333333333333333,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,2950,0.04067796610169491,0.6298305084745762,0.27016949152542374,0.05084745762711865,True,-0.2761843832580132,0.9663320994126868,0.8630130041354146,-0.4798511066483169,0.2102966095063567,0.09926276903715997,0.8630130041354146,False,primary_external_adoption
cs.SC,cs,656,370,286,0.003048780487804878,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,370,0.06756756756756757,0.727027027027027,0.051351351351351354,0.043243243243243246,True,0.023783616103536565,1.3714194256922216,-0.5559300343041529,-0.642930011880721,0.7522730299150372,0.3550827766392667,-0.5559300343041529,False,primary_external_adoption
cs.SD,cs,4173,2326,1847,0.047927150730889045,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,2326,0.1638005159071367,0.49527085124677556,0.5240756663800515,0.043852106620808254,True,1.0973140298108823,0.40552588347722934,2.5094870987428726,-0.6298724140754889,0.8729674992126227,0.4120521555468551,2.5094870987428726,False,primary_external_adoption
cs.SE,cs,4795,2945,1850,0.1443169968717414,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,2945,0.22716468590831917,0.8536502546689304,0.1966044142614601,0.18777589134125636,True,1.8041755030306743,1.8991488700618124,0.3859746097274789,2.456696699347268,6.160021072439755,2.907611066164819,0.3859746097274789,False,primary_external_adoption
cs.SI,cs,4797,2947,1850,0.0300187617260788,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,2947,0.10858500169664065,0.5568374618255854,0.18527315914489312,0.10824567356633864,True,0.4813552045206391,0.6621179305885146,0.3124962155155324,0.7511029071561544,1.8945760422653082,0.8942648412076891,0.3124962155155324,False,primary_external_adoption
cs.SY,cs,805,804,1,0.0012422360248447205,cs,269.0,0.4471698113207547,0.8141263940520446,0.2602230483271375,0.20817843866171,0.3048327137546468,0.1858736059479553,0.104089219330855,0.1412639405204461,0.174721189591078,0.2862453531598513,3.5510670049314865,2.6705878183162426,3.561419449168344,0.20539033457249067,1.48475654937479,804,0.024875621890547265,0.6057213930348259,0.07338308457711443,0.06716417910447761,True,-0.45246805128695816,0.8658521927462473,-0.41306356783759246,-0.1299250076219439,0.2834591338373452,0.13379644398270382,-0.41306356783759246,False,primary_external_adoption
econ.EM,econ,1320,724,596,0.006818181818181818,econ,54.0,0.3611111111111111,0.7777777777777778,0.1851851851851851,0.2407407407407407,0.1851851851851851,0.2407407407407407,0.1111111111111111,0.1666666666666666,0.1296296296296296,0.2962962962962963,1.0833822965179063,1.973808083083738,0.8149359440724616,0.23611111111111108,2.4412634741240873,724,0.03314917127071823,0.6270718232044199,0.15607734806629833,0.14917127071823205,True,-0.36017214804202946,0.9548346871928107,0.12317373590477868,1.628787470293338,2.2234500094441194,1.0494976845855946,0.12317373590477868,False,primary_external_adoption
econ.GN,econ,837,405,432,0.08243727598566308,econ,54.0,0.3611111111111111,0.7777777777777778,0.1851851851851851,0.2407407407407407,0.1851851851851851,0.2407407407407407,0.1111111111111111,0.1666666666666666,0.1296296296296296,0.2962962962962963,1.0833822965179063,1.973808083083738,0.8149359440724616,0.23611111111111108,2.4412634741240873,405,0.08148148148148149,0.5037037037037037,0.17530864197530865,0.1728395061728395,True,0.17900082619654364,0.4406716037721737,0.2478805385065531,2.1363730974035846,2.7560455273723017,1.3008897826818484,0.2478805385065531,False,primary_external_adoption
econ.TH,econ,660,298,362,0.015151515151515152,econ,54.0,0.3611111111111111,0.7777777777777778,0.1851851851851851,0.2407407407407407,0.1851851851851851,0.2407407407407407,0.1111111111111111,0.1666666666666666,0.1296296296296296,0.2962962962962963,1.0833822965179063,1.973808083083738,0.8149359440724616,0.23611111111111108,2.4412634741240873,298,0.010067114093959731,0.22483221476510068,0.06711409395973154,0.12751677852348994,True,-0.6176649383776799,-0.7215851057494765,-0.45371531904753354,1.1643882960708922,-0.1748617480562642,-0.08253704779875802,-0.45371531904753354,False,primary_external_adoption
eess.AS,eess,4272,2447,1825,0.04400749063670412,eess,340.0,0.3597922848664688,0.7323529411764705,0.1970588235294117,0.1852941176470588,0.238235294117647,0.2,0.1294117647058823,0.1323529411764706,0.1411764705882353,0.2352941176470588,1.0455656975101326,1.1030430068779005,1.2495265692905757,0.18823529411764703,0.950625682963131,2447,0.24152022885165508,0.5075602778912954,0.5169595422966898,0.028606456885982835,True,1.9643193230098053,0.45674470340081086,2.4633420455003687,-0.9568284601312202,1.464235566279396,0.6911384694825199,2.4633420455003687,False,primary_external_adoption
eess.IV,eess,4561,2711,1850,0.018636263977197982,eess,340.0,0.3597922848664688,0.7323529411764705,0.1970588235294117,0.1852941176470588,0.238235294117647,0.2,0.1294117647058823,0.1323529411764706,0.1411764705882353,0.2352941176470588,1.0455656975101326,1.1030430068779005,1.2495265692905757,0.18823529411764703,0.950625682963131,2711,0.045739579490962745,0.6145333825156769,0.5533013648100332,0.05459240132792328,True,-0.21971935740601956,0.9025780478608524,2.699003385179487,-0.3995375741709541,0.28332111628387874,0.13373129787994462,2.699003385179487,False,primary_external_adoption
eess.SP,eess,4800,2950,1850,0.0077083333333333335,eess,340.0,0.3597922848664688,0.7323529411764705,0.1970588235294117,0.1852941176470588,0.238235294117647,0.2,0.1294117647058823,0.1323529411764706,0.1411764705882353,0.2352941176470588,1.0455656975101326,1.1030430068779005,1.2495265692905757,0.18823529411764703,0.950625682963131,2950,0.015593220338983051,0.6861016949152542,0.25084745762711863,0.07152542372881356,True,-0.5560182443319222,1.2008543312921196,0.7377177911028802,-0.036394372781406406,0.608441714178791,0.28719250152854864,0.7377177911028802,False,primary_external_adoption
eess.SY,eess,4046,2196,1850,0.00865051903114187,eess,340.0,0.3597922848664688,0.7323529411764705,0.1970588235294117,0.1852941176470588,0.238235294117647,0.2,0.1294117647058823,0.1323529411764706,0.1411764705882353,0.2352941176470588,1.0455656975101326,1.1030430068779005,1.2495265692905757,0.18823529411764703,0.950625682963131,2196,0.015027322404371584,0.657103825136612,0.1429872495446266,0.06739526411657559,True,-0.5623311408433739,1.0799994929565948,0.038289986527152785,-0.12496919116462962,0.3926991609485913,0.1853591753372905,0.038289986527152785,False,primary_external_adoption
gr-qc,gr-qc,2712,1471,1241,0.0011061946902654867,gr-qc,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,1471,0.03467029231815092,0.20666213460231136,0.02515295717199184,0.1026512576478586,True,-0.3432032227879965,-0.7973128097974066,-0.7258155337857108,0.6311258553077685,-0.5093901772776346,-0.24043887172312797,-0.7258155337857108,False,primary_external_adoption
hep-ex,hep-ex,1294,612,682,0.005409582689335394,hep-ex,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,612,0.06699346405228758,0.545751633986928,0.12418300653594772,0.05555555555555555,True,0.017379181916457286,0.6159153666938669,-0.08364757170757517,-0.3788819049482008,0.2544126436621234,0.12008611811310858,-0.08364757170757517,False,primary_external_adoption
hep-lat,hep-lat,233,122,111,0.012875536480686695,hep-lat,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,122,0.040983606557377046,0.4918032786885246,0.29508196721311475,0.03278688524590164,True,-0.27277479921745823,0.3910740315259255,1.0245598663801228,-0.8671755853012221,-0.7488763529927548,-0.35347950040185167,1.0245598663801228,False,primary_external_adoption
hep-ph,hep-ph,1189,613,576,0.012615643397813289,hep-ph,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,613,0.052202283849918436,0.399673735725938,0.20717781402936378,0.0799347471451876,True,-0.14762440652020914,0.007104412182716226,0.4545386327164795,0.14395078679161824,0.0034307924541253365,0.0016193792177045592,0.4545386327164795,False,primary_external_adoption
hep-th,hep-th,4511,2694,1817,0.001330082021724673,hep-th,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,2694,0.0400890868596882,0.11395694135115071,0.019302152932442463,0.07757980697847068,True,-0.282753648641678,-1.1836815751156302,-0.7637555233056702,0.09344707333893573,-1.3729881504183725,-0.6480684875788091,-0.7637555233056702,False,primary_external_adoption
math-ph,math-ph,4800,2950,1850,0.0,math-ph,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,2950,0.04406779661016949,0.07898305084745763,0.005084745762711864,0.06677966101694915,True,-0.23836899662640382,-1.3294427608528432,-0.8559493922056691,-0.1381713280951235,-1.7059830855743705,-0.8052464821100745,-0.8559493922056691,False,primary_external_adoption
math.AC,math,4107,2377,1730,0.0,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,2377,0.0344972654606647,0.06604964240639462,0.0037862852334875894,0.030710980227177113,True,-0.34513343065447716,-1.383345512958559,-0.8643693592484639,-0.9116951504699672,-2.640174094083003,-1.2461969402836797,-0.8643693592484639,False,primary_external_adoption
math.AG,math,4800,2950,1850,0.0,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,2950,0.03762711864406779,0.07627118644067797,0.002711864406779661,0.029152542372881354,True,-0.3102182312264616,-1.3407450370879963,-0.8713365236307171,-0.9451171880824528,-2.5960804563969107,-1.2253841626363515,-0.8713365236307171,False,primary_external_adoption
