primary_category,macro_field,rows,pre_rows,post_rows,observed_genai_marker_share,arxiv_macro_field,n_respondents,mean_frequency_score,share_any_use,share_weekly_or_daily,share_use_research,share_use_code,share_use_manuscripts,share_use_review,share_use_literature,share_use_scientific_search,share_use_brainstorm,nature_frequency_z,nature_any_use_z,nature_weekly_z,nature_research_writing_raw,nature_research_writing_z,n_pre_papers,text_writing_share,code_computation_share,ai_ml_method_share,literature_synthesis_share,pre_task_supported,text_writing_z,code_computation_z,ai_ml_method_z,literature_synthesis_z,pre_task_fit_raw,pre_task_fit_z,pre_ai_ml_z,ai_heavy_category,exposure_claim_role
physics.comp-ph,physics,4458,2723,1735,0.00515926424405563,physics,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,2723,0.032317297098788104,0.6210062431142123,0.20639001101726037,0.05839147998531032,True,-0.36945215285694377,0.9295550819387332,0.4494300635695313,-0.31806307107800946,0.24203985800377992,0.11424600034785613,0.4494300635695313,False,primary_external_adoption
physics.data-an,physics,1112,755,357,0.006294964028776978,physics,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,755,0.045033112582781455,0.7245033112582782,0.2423841059602649,0.06357615894039735,True,-0.22760037659223695,1.3609012992379257,0.6828365371081488,-0.2068731801446384,0.9264277425010503,0.4372860943852706,0.6828365371081488,False,primary_external_adoption
physics.ed-ph,physics,1900,1047,853,0.04736842105263158,physics,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,1047,0.08213944603629417,0.38108882521489973,0.02005730659025788,0.14422158548233047,True,0.18634077548543382,-0.07035218626528533,-0.7588586714045574,1.5226372213961668,1.6386258106163152,0.7734529613166177,-0.7588586714045574,False,primary_external_adoption
physics.flu-dyn,physics,4800,2950,1850,0.00125,physics,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,2950,0.01694915254237288,0.35084745762711866,0.0640677966101695,0.06915254237288136,True,-0.5408920896792785,-0.1963895682787167,-0.4734692682116173,-0.0872828504382648,-0.8245645083962599,-0.38920530647310786,-0.4734692682116173,False,primary_external_adoption
physics.gen-ph,physics,2395,1604,791,0.0004175365344467641,physics,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,1604,0.02805486284289277,0.10972568578553615,0.005610972568578554,0.04987531172069826,True,-0.4170019046736007,-1.2013162397045192,-0.8525370340609978,-0.5006996101415081,-2.119017754519628,-1.0002042850156585,-0.8525370340609978,False,primary_external_adoption
physics.geo-ph,physics,2834,1477,1357,0.012702893436838392,physics,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,1477,0.018957345971563982,0.5443466486120515,0.17400135409614081,0.09004739336492891,True,-0.5184896094472824,0.6100597889689975,0.23940332983497778,0.36082516608516296,0.45239534560687805,0.2135365606220306,0.23940332983497778,False,primary_external_adoption
physics.hist-ph,physics,1629,1010,619,0.0012277470841006752,physics,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,1010,0.10792079207920792,0.09504950495049505,0.009900990099009901,0.13366336633663367,True,0.4739455881917818,-1.2624823693458145,-0.8247180858478983,1.2962071482073918,0.5076703670533591,0.23962709864946494,-0.8247180858478983,False,primary_external_adoption
physics.ins-det,physics,4800,2950,1850,0.0008333333333333334,physics,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,2950,0.04,0.40915254237288134,0.04,0.03152542372881356,True,-0.283747460584335,0.04660937077708081,-0.6295387440942476,-0.8942287104255942,-1.1313668002328483,-0.5340200284324079,-0.6295387440942476,False,primary_external_adoption
physics.med-ph,physics,4039,2286,1753,0.005446892795246348,physics,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,2286,0.03543307086614173,0.5384951881014873,0.19247594050743658,0.07742782152230972,True,-0.3346940169045583,0.5856725729621238,0.3592032045414555,0.09018761476100098,0.3411661708185665,0.16103492536921735,0.3592032045414555,False,primary_external_adoption
physics.optics,physics,4800,2950,1850,0.0010416666666666667,physics,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,2950,0.016271186440677966,0.12610169491525425,0.029491525423728814,0.02745762711864407,True,-0.5484551670056003,-1.133065711267053,-0.697681754690889,-0.9814661006944947,-2.662986978967148,-1.2569649223668988,-0.697681754690889,False,primary_external_adoption
physics.plasm-ph,physics,4783,2933,1850,0.0006272214091574326,physics,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,2933,0.017388339584043642,0.30378452096829184,0.028298670303443574,0.03034435731333106,True,-0.5359927214828886,-0.3925344452960895,-0.705416915347356,-0.9195576935815749,-1.848084860360553,-0.8723203911164152,-0.705416915347356,False,primary_external_adoption
physics.pop-ph,physics,637,469,168,0.0031397174254317113,physics,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,469,0.042643923240938165,0.14925373134328357,0.017057569296375266,0.06396588486140725,True,-0.2542530716081246,-1.036574636543057,-0.7783106983110846,-0.19851517321183093,-1.4893428813630125,-0.7029894528347398,-0.7783106983110846,False,primary_external_adoption
physics.soc-ph,physics,4786,2942,1844,0.006895110739657334,physics,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,2942,0.04078857919782461,0.40108769544527534,0.050645819170632225,0.08905506458191706,True,-0.2749504345439973,0.012997392411881838,-0.5605051119253688,0.3395438234776571,0.07759078134554165,0.03662387057116347,-0.5605051119253688,False,primary_external_adoption
physics.space-ph,physics,1429,924,505,0.0013995801259622112,physics,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,924,0.0183982683982684,0.4523809523809524,0.05627705627705628,0.03571428571428571,True,-0.5247264211516965,0.22677303600172818,-0.5239889223461752,-0.8043949692558336,-1.1023483544058021,-0.5203229398644615,-0.5239889223461752,False,primary_external_adoption
q-bio.BM,q-bio,1811,815,996,0.04527885146327996,q-bio,385.5,0.3373234683281412,0.6657632398753894,0.18232606438213916,0.15921079958463136,0.2061370716510903,0.17344755970924192,0.09916926272066455,0.16877466251298018,0.1458566978193146,0.2072377985462097,0.40128505124529357,-0.17343899429876797,0.7102883995416803,0.1771677050882658,0.6060306974303237,815,0.06134969325153374,0.4883435582822086,0.3104294478527607,0.10552147239263804,True,-0.045580123676297365,0.3766549051010115,1.1240817835022028,0.6926800744198799,1.0237548558445941,0.48322577356294,1.1240817835022028,False,primary_external_adoption
q-bio.CB,q-bio,457,299,158,0.010940919037199124,q-bio,385.5,0.3373234683281412,0.6657632398753894,0.18232606438213916,0.15921079958463136,0.2061370716510903,0.17344755970924192,0.09916926272066455,0.16877466251298018,0.1458566978193146,0.2072377985462097,0.40128505124529357,-0.17343899429876797,0.7102883995416803,0.1771677050882658,0.6060306974303237,299,0.023411371237458192,0.2608695652173913,0.056856187290969896,0.12709030100334448,True,-0.4688025566357423,-0.5713917227113874,-0.5202335028005952,1.1552421195455391,0.11504784019840941,0.05430409561355115,-0.5202335028005952,False,primary_external_adoption
q-bio.GN,q-bio,1070,520,550,0.0794392523364486,q-bio,385.5,0.3373234683281412,0.6657632398753894,0.18232606438213916,0.15921079958463136,0.2061370716510903,0.17344755970924192,0.09916926272066455,0.16877466251298018,0.1458566978193146,0.2072377985462097,0.40128505124529357,-0.17343899429876797,0.7102883995416803,0.1771677050882658,0.6060306974303237,520,0.06153846153846154,0.7211538461538461,0.2423076923076923,0.11538461538461539,True,-0.04347431167887878,1.3469416854181286,0.6823410269083392,0.9042036428102,2.20767101654945,1.0420497921491965,0.6823410269083392,False,primary_external_adoption
q-bio.MN,q-bio,930,545,385,0.007526881720430108,q-bio,385.5,0.3373234683281412,0.6657632398753894,0.18232606438213916,0.15921079958463136,0.2061370716510903,0.17344755970924192,0.09916926272066455,0.16877466251298018,0.1458566978193146,0.2072377985462097,0.40128505124529357,-0.17343899429876797,0.7102883995416803,0.1771677050882658,0.6060306974303237,545,0.06972477064220184,0.42752293577981654,0.08256880733944955,0.13211009174311927,True,0.047848379255042976,0.1231719232094789,-0.3534980429853906,1.2628958411547175,1.4339161436192394,0.6768273027170653,-0.3534980429853906,False,primary_external_adoption
q-bio.NC,q-bio,4185,2420,1765,0.01816009557945042,q-bio,385.5,0.3373234683281412,0.6657632398753894,0.18232606438213916,0.15921079958463136,0.2061370716510903,0.17344755970924192,0.09916926272066455,0.16877466251298018,0.1458566978193146,0.2072377985462097,0.40128505124529357,-0.17343899429876797,0.7102883995416803,0.1771677050882658,0.6060306974303237,2420,0.06818181818181818,0.421900826446281,0.4987603305785124,0.10661157024793388,True,0.030635912821180663,0.09974057739698329,2.34532785914428,0.7160581587115065,0.8464346489296704,0.39952830080798624,2.34532785914428,False,primary_external_adoption
q-bio.OT,q-bio,647,306,341,0.04482225656877898,q-bio,385.5,0.3373234683281412,0.6657632398753894,0.18232606438213916,0.15921079958463136,0.2061370716510903,0.17344755970924192,0.09916926272066455,0.16877466251298018,0.1458566978193146,0.2072377985462097,0.40128505124529357,-0.17343899429876797,0.7102883995416803,0.1771677050882658,0.6060306974303237,306,0.08169934640522876,0.4084967320261438,0.11437908496732026,0.13725490196078433,True,0.18143122686240956,0.04387614057642281,-0.1472218542060231,1.3732307127891115,1.5985380802279439,0.7545310246667329,-0.1472218542060231,False,primary_external_adoption
q-bio.PE,q-bio,3763,2253,1510,0.0007972362476747276,q-bio,385.5,0.3373234683281412,0.6657632398753894,0.18232606438213916,0.15921079958463136,0.2061370716510903,0.17344755970924192,0.09916926272066455,0.16877466251298018,0.1458566978193146,0.2072377985462097,0.40128505124529357,-0.17343899429876797,0.7102883995416803,0.1771677050882658,0.6060306974303237,2253,0.018641810918774968,0.38748335552596536,0.032845095428317796,0.07989347536617843,True,-0.5220095730523098,-0.04370161045144925,-0.6759352723921829,0.143065678061375,-0.42264550544238405,-0.1994942442952359,-0.6759352723921829,False,primary_external_adoption
q-bio.QM,q-bio,3638,1971,1667,0.035184167124793844,q-bio,385.5,0.3373234683281412,0.6657632398753894,0.18232606438213916,0.15921079958463136,0.2061370716510903,0.17344755970924192,0.09916926272066455,0.16877466251298018,0.1458566978193146,0.2072377985462097,0.40128505124529357,-0.17343899429876797,0.7102883995416803,0.1771677050882658,0.6060306974303237,1971,0.0532724505327245,0.6605783866057838,0.350076103500761,0.11009639776763064,True,-0.13568612029338856,1.094480472692316,1.3811735675032375,0.790793276390589,1.7495876287895165,0.825828400726338,1.3811735675032375,False,primary_external_adoption
q-bio.SC,q-bio,227,166,61,0.0,q-bio,385.5,0.3373234683281412,0.6657632398753894,0.18232606438213916,0.15921079958463136,0.2061370716510903,0.17344755970924192,0.09916926272066455,0.16877466251298018,0.1458566978193146,0.2072377985462097,0.40128505124529357,-0.17343899429876797,0.7102883995416803,0.1771677050882658,0.6060306974303237,166,0.05421686746987952,0.2469879518072289,0.04819277108433735,0.1144578313253012,True,-0.12515064026550118,-0.6292463222846663,-0.5764120906714483,0.8843279630686756,0.12993100051850814,0.06132914327772819,-0.5764120906714483,False,primary_external_adoption
q-bio.TO,q-bio,768,472,296,0.010416666666666666,q-bio,385.5,0.3373234683281412,0.6657632398753894,0.18232606438213916,0.15921079958463136,0.2061370716510903,0.17344755970924192,0.09916926272066455,0.16877466251298018,0.1458566978193146,0.2072377985462097,0.40128505124529357,-0.17343899429876797,0.7102883995416803,0.1771677050882658,0.6060306974303237,472,0.02754237288135593,0.3326271186440678,0.07203389830508475,0.11652542372881355,True,-0.4227190064554993,-0.27232673673365354,-0.42181246985609877,0.9286692570683049,0.23362351387915214,0.11027337508803267,-0.42181246985609877,False,primary_external_adoption
q-fin.CP,q-fin,442,205,237,0.09502262443438914,q-fin,54.0,0.3611111111111111,0.7777777777777778,0.1851851851851851,0.2407407407407407,0.1851851851851851,0.2407407407407407,0.1111111111111111,0.1666666666666666,0.1296296296296296,0.2962962962962963,1.0833822965179063,1.973808083083738,0.8149359440724616,0.23611111111111108,2.4412634741240873,205,0.05853658536585366,0.6731707317073171,0.5170731707317073,0.07317073170731707,True,-0.07696185856465665,1.1469617702196202,2.46407887781559,-0.0011093307823999358,1.0688905808725637,0.504530430158655,2.46407887781559,False,primary_external_adoption
q-fin.EC,q-fin,2,2,0,0.0,q-fin,54.0,0.3611111111111111,0.7777777777777778,0.1851851851851851,0.2407407407407407,0.1851851851851851,0.2407407407407407,0.1111111111111111,0.1666666666666666,0.1296296296296296,0.2962962962962963,1.0833822965179063,1.973808083083738,0.8149359440724616,0.23611111111111108,2.4412634741240873,2,0.0,0.5,0.0,0.0,False,-0.7299690228373251,0.42523562465471904,-0.888921816687915,-1.5703184850095728,-1.875051883192179,-0.8850491810157816,-0.888921816687915,False,primary_external_adoption
q-fin.GN,q-fin,239,154,85,0.07531380753138076,q-fin,54.0,0.3611111111111111,0.7777777777777778,0.1851851851851851,0.2407407407407407,0.1851851851851851,0.2407407407407407,0.1111111111111111,0.1666666666666666,0.1296296296296296,0.2962962962962963,1.0833822965179063,1.973808083083738,0.8149359440724616,0.23611111111111108,2.4412634741240873,154,0.05194805194805195,0.4675324675324675,0.17532467532467533,0.14285714285714285,True,-0.15046050043084444,0.28992022330040707,0.2479845079921205,1.4933755780053837,1.6328353008749463,0.7707197644647324,0.2479845079921205,False,primary_external_adoption
q-fin.MF,q-fin,398,222,176,0.002512562814070352,q-fin,54.0,0.3611111111111111,0.7777777777777778,0.1851851851851851,0.2407407407407407,0.1851851851851851,0.2407407407407407,0.1111111111111111,0.1666666666666666,0.1296296296296296,0.2962962962962963,1.0833822965179063,1.973808083083738,0.8149359440724616,0.23611111111111108,2.4412634741240873,222,0.03153153153153153,0.2927927927927928,0.09009009009009009,0.08558558558558559,True,-0.37821779133158967,-0.43834482867316016,-0.3047257072427183,0.2651378680579463,-0.5514247519468034,-0.26027974451111663,-0.3047257072427183,False,primary_external_adoption
q-fin.PM,q-fin,354,163,191,0.03954802259887006,q-fin,54.0,0.3611111111111111,0.7777777777777778,0.1851851851851851,0.2407407407407407,0.1851851851851851,0.2407407407407407,0.1111111111111111,0.1666666666666666,0.1296296296296296,0.2962962962962963,1.0833822965179063,1.973808083083738,0.8149359440724616,0.23611111111111108,2.4412634741240873,163,0.006134969325153374,0.6257668711656442,0.27607361963190186,0.1165644171779141,True,-0.6615301329212223,0.949396019839459,0.9012987763665377,0.9295055050578457,1.2173713919760822,0.5746153283109154,0.9012987763665377,False,primary_external_adoption
q-fin.PR,q-fin,139,85,54,0.014388489208633094,q-fin,54.0,0.3611111111111111,0.7777777777777778,0.1851851851851851,0.2407407407407407,0.1851851851851851,0.2407407407407407,0.1111111111111111,0.1666666666666666,0.1296296296296296,0.2962962962962963,1.0833822965179063,1.973808083083738,0.8149359440724616,0.23611111111111108,2.4412634741240873,85,0.03529411764705882,0.32941176470588235,0.21176470588235294,0.047058823529411764,True,-0.3362441149670397,-0.2857274135198189,0.4842826852785592,-0.5611016171928812,-1.1830731456797396,-0.5584261043929204,0.4842826852785592,False,primary_external_adoption
q-fin.RM,q-fin,364,171,193,0.03296703296703297,q-fin,54.0,0.3611111111111111,0.7777777777777778,0.1851851851851851,0.2407407407407407,0.1851851851851851,0.2407407407407407,0.1111111111111111,0.1666666666666666,0.1296296296296296,0.2962962962962963,1.0833822965179063,1.973808083083738,0.8149359440724616,0.23611111111111108,2.4412634741240873,171,0.03508771929824561,0.5029239766081871,0.21637426900584794,0.0935672514619883,True,-0.3385465998083864,0.43742192395797275,0.5141737514357241,0.4363115445674748,0.5351868687170611,0.252615249793538,0.5141737514357241,False,primary_external_adoption
q-fin.ST,q-fin,768,409,359,0.053385416666666664,q-fin,54.0,0.3611111111111111,0.7777777777777778,0.1851851851851851,0.2407407407407407,0.1851851851851851,0.2407407407407407,0.1111111111111111,0.1666666666666666,0.1296296296296296,0.2962962962962963,1.0833822965179063,1.973808083083738,0.8149359440724616,0.23611111111111108,2.4412634741240873,409,0.06601466992665037,0.628361858190709,0.44254278728606355,0.09046454767726161,True,0.006460205819810108,0.9602111845322798,1.980780881322708,0.3697713984155465,1.3364427887676364,0.6308185956217695,1.980780881322708,False,primary_external_adoption
q-fin.TR,q-fin,312,155,157,0.07051282051282051,q-fin,54.0,0.3611111111111111,0.7777777777777778,0.1851851851851851,0.2407407407407407,0.1851851851851851,0.2407407407407407,0.1111111111111111,0.1666666666666666,0.1296296296296296,0.2962962962962963,1.0833822965179063,1.973808083083738,0.8149359440724616,0.23611111111111108,2.4412634741240873,155,0.012903225806451613,0.5548387096774193,0.45806451612903226,0.11612903225806452,True,-0.5860265834008767,0.6537877025550988,2.081432724304082,0.9201683016993598,0.9879294208535819,0.4663156964698468,2.081432724304082,False,primary_external_adoption
quant-ph,quant-ph,4800,2950,1850,0.0020833333333333333,quant-ph,190.0,0.3039473684210526,0.6473684210526316,0.1473684210526315,0.1210526315789473,0.2263157894736842,0.1684210526315789,0.0736842105263157,0.1157894736842105,0.131578947368421,0.1684210526315789,-0.5557557960667044,-0.5260559107794395,-0.56920686806596,0.1434210526315789,-0.4446884053680613,2950,0.04135593220338983,0.331864406779661,0.08542372881355932,0.03932203389830508,True,-0.26862130593169126,-0.2755055019247905,-0.3349850853861847,-0.7270237124102017,-1.2711505202666835,-0.5999997850696835,-0.3349850853861847,False,primary_external_adoption
stat.AP,stat,4796,2946,1850,0.0035446205170975814,stat,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,2946,0.027834351663272233,0.7742701968771215,0.0943652410047522,0.13611676849966056,True,-0.41946182575021385,1.568315463169298,-0.2770031627415511,1.3488224636947665,2.497676101113851,1.1789360110772669,-0.2770031627415511,False,primary_external_adoption
stat.CO,stat,2395,1501,894,0.0016701461377870565,stat,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,1501,0.038640906062624915,0.8427714856762158,0.07395069953364423,0.11392405063291139,True,-0.29890888608393695,1.85380926829312,-0.4093828250507219,0.8728805779010889,2.4277809601102716,1.1459445840897182,-0.4093828250507219,False,primary_external_adoption
stat.ME,stat,4800,2950,1850,0.0020833333333333333,stat,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,2950,0.015932203389830507,0.8277966101694916,0.05694915254237288,0.15016949152542372,True,-0.5522367056687613,1.791398264578884,-0.5196306624867616,1.6501951724173358,2.8893567313274584,1.3638144264948358,-0.5196306624867616,False,primary_external_adoption
stat.ML,stat,4800,2950,1850,0.011041666666666667,stat,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,2950,0.04135593220338983,0.7766101694915254,0.4369491525423729,0.07525423728813559,True,-0.26862130593169126,1.5780678006403637,1.9445085271530784,0.04357323496508562,1.353019729673758,0.6386431300275762,1.9445085271530784,True,primary_external_adoption
stat.OT,stat,480,288,192,0.016666666666666666,stat,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,288,0.08680555555555555,0.5833333333333334,0.06597222222222222,0.1736111111111111,True,0.23839374246864292,0.7725451547974532,-0.46111987404210947,2.1529208276822147,3.1638597249483107,1.4933834543538986,-0.46111987404210947,False,primary_external_adoption
