row_id,topic_cluster
3815,3
3816,3
3818,-1
3819,-1
3820,-1
3821,-1
3823,-1
3829,3
3830,-1
3832,-1
3836,3
3837,-1
3838,-1
3839,3
3840,-1
3842,-1
3843,-1
3844,-1
3845,-1
3847,-1
3848,3
3849,-1
3850,3
3851,-1
3852,-1
3854,0
3855,3
3856,3
3857,-1
3858,-1
3859,-1
3860,-1
3861,-1
3862,-1
3863,3
3864,-1
3865,3
3867,-1
3870,3
3871,-1
3872,-1
3874,3
3875,3
3876,-1
3877,-1
3882,-1
3884,-1
3885,-1
3886,-1
3887,-1
3889,-1
3890,-1
3891,3
3892,3
3896,-1
3897,-1
3902,-1
3904,-1
3906,-1
3908,-1
3909,3
3910,3
3911,-1
3912,-1
3914,0
3915,0
3916,3
3917,3
3919,-1
3922,-1
3923,-1
3925,-1
3926,-1
3929,-1
3932,3
3933,3
3938,3
3940,-1
3943,-1
3946,-1
3950,3
3951,-1
3952,3
3953,-1
3955,-1
3956,3
3958,-1
3960,3
3961,3
3962,-1
3963,-1
3964,3
3966,-1
3967,-1
3968,-1
3971,-1
3974,3
3975,3
3976,-1
3978,3
3979,-1
3981,-1
3987,-1
3989,-1
3990,-1
3991,-1
3992,3
3993,3
3996,-1
3997,-1
3998,-1
