primary_category,macro_field,submission_month,raw_n,selected_n
cs.RO,cs,2025-08,586,50
cs.RO,cs,2025-09,979,50
cs.RO,cs,2025-10,809,50
cs.RO,cs,2025-11,628,50
cs.RO,cs,2025-12,678,50
cs.SC,cs,2018-01,7,7
cs.SC,cs,2018-02,16,16
cs.SC,cs,2018-03,6,6
cs.SC,cs,2018-04,7,7
cs.SC,cs,2018-05,10,10
cs.SC,cs,2018-06,7,7
cs.SC,cs,2018-07,6,6
cs.SC,cs,2018-08,2,2
cs.SC,cs,2018-09,4,4
cs.SC,cs,2018-10,6,6
cs.SC,cs,2018-11,10,10
cs.SC,cs,2018-12,4,4
cs.SC,cs,2019-01,9,9
cs.SC,cs,2019-02,6,6
cs.SC,cs,2019-03,6,6
cs.SC,cs,2019-04,9,9
cs.SC,cs,2019-05,10,10
cs.SC,cs,2019-06,4,4
cs.SC,cs,2019-07,5,5
cs.SC,cs,2019-08,2,2
cs.SC,cs,2019-09,4,4
cs.SC,cs,2019-10,1,1
cs.SC,cs,2019-11,7,7
cs.SC,cs,2019-12,10,10
cs.SC,cs,2020-01,5,5
cs.SC,cs,2020-02,14,14
cs.SC,cs,2020-03,4,4
cs.SC,cs,2020-04,4,4
cs.SC,cs,2020-05,10,10
cs.SC,cs,2020-06,3,3
cs.SC,cs,2020-07,5,5
cs.SC,cs,2020-08,2,2
cs.SC,cs,2020-09,7,7
cs.SC,cs,2020-10,7,7
cs.SC,cs,2020-11,5,5
cs.SC,cs,2020-12,5,5
cs.SC,cs,2021-01,8,8
cs.SC,cs,2021-02,17,17
cs.SC,cs,2021-03,4,4
cs.SC,cs,2021-04,3,3
cs.SC,cs,2021-05,7,7
cs.SC,cs,2021-06,7,7
cs.SC,cs,2021-07,5,5
cs.SC,cs,2021-08,1,1
cs.SC,cs,2021-09,4,4
cs.SC,cs,2021-10,3,3
cs.SC,cs,2021-11,3,3
cs.SC,cs,2021-12,3,3
cs.SC,cs,2022-01,7,7
cs.SC,cs,2022-02,18,18
cs.SC,cs,2022-03,8,8
cs.SC,cs,2022-04,7,7
cs.SC,cs,2022-05,5,5
cs.SC,cs,2022-06,5,5
cs.SC,cs,2022-07,4,4
cs.SC,cs,2022-08,3,3
cs.SC,cs,2022-09,5,5
cs.SC,cs,2022-10,11,11
cs.SC,cs,2022-11,3,3
cs.SC,cs,2022-12,7,7
cs.SC,cs,2023-01,7,7
cs.SC,cs,2023-02,18,18
cs.SC,cs,2023-03,6,6
cs.SC,cs,2023-04,7,7
cs.SC,cs,2023-05,12,12
cs.SC,cs,2023-06,6,6
cs.SC,cs,2023-07,12,12
cs.SC,cs,2023-08,3,3
cs.SC,cs,2023-09,5,5
cs.SC,cs,2023-10,4,4
cs.SC,cs,2023-11,8,8
cs.SC,cs,2023-12,6,6
cs.SC,cs,2024-01,15,15
cs.SC,cs,2024-02,10,10
cs.SC,cs,2024-03,7,7
cs.SC,cs,2024-04,9,9
cs.SC,cs,2024-05,11,11
cs.SC,cs,2024-06,7,7
cs.SC,cs,2024-07,7,7
cs.SC,cs,2024-08,5,5
cs.SC,cs,2024-09,3,3
cs.SC,cs,2024-10,4,4
cs.SC,cs,2024-11,7,7
cs.SC,cs,2024-12,8,8
cs.SC,cs,2025-01,4,4
cs.SC,cs,2025-02,12,12
cs.SC,cs,2025-03,9,9
cs.SC,cs,2025-04,8,8
cs.SC,cs,2025-05,14,14
cs.SC,cs,2025-06,7,7
cs.SC,cs,2025-07,7,7
cs.SC,cs,2025-08,8,8
cs.SC,cs,2025-09,2,2
cs.SC,cs,2025-10,8,8
cs.SC,cs,2025-11,7,7
cs.SC,cs,2025-12,6,6
cs.SD,cs,2018-01,16,16
cs.SD,cs,2018-02,20,20
cs.SD,cs,2018-03,22,22
cs.SD,cs,2018-04,36,36
cs.SD,cs,2018-05,30,30
cs.SD,cs,2018-06,36,36
cs.SD,cs,2018-07,37,37
cs.SD,cs,2018-08,33,33
cs.SD,cs,2018-09,23,23
cs.SD,cs,2018-10,42,42
cs.SD,cs,2018-11,62,50
cs.SD,cs,2018-12,34,34
cs.SD,cs,2019-01,25,25
cs.SD,cs,2019-02,27,27
cs.SD,cs,2019-03,26,26
cs.SD,cs,2019-04,64,50
cs.SD,cs,2019-05,40,40
cs.SD,cs,2019-06,39,39
cs.SD,cs,2019-07,36,36
cs.SD,cs,2019-08,27,27
cs.SD,cs,2019-09,28,28
cs.SD,cs,2019-10,50,50
cs.SD,cs,2019-11,38,38
cs.SD,cs,2019-12,33,33
cs.SD,cs,2020-01,33,33
cs.SD,cs,2020-02,39,39
cs.SD,cs,2020-03,17,17
cs.SD,cs,2020-04,14,14
cs.SD,cs,2020-05,39,39
cs.SD,cs,2020-06,29,29
cs.SD,cs,2020-07,28,28
cs.SD,cs,2020-08,31,31
cs.SD,cs,2020-09,14,14
cs.SD,cs,2020-10,140,50
cs.SD,cs,2020-11,93,50
cs.SD,cs,2020-12,48,48
cs.SD,cs,2021-01,36,36
cs.SD,cs,2021-02,101,50
cs.SD,cs,2021-03,74,50
cs.SD,cs,2021-04,101,50
cs.SD,cs,2021-05,68,50
cs.SD,cs,2021-06,103,50
cs.SD,cs,2021-07,88,50
cs.SD,cs,2021-08,66,50
cs.SD,cs,2021-09,71,50
cs.SD,cs,2021-10,137,50
cs.SD,cs,2021-11,89,50
cs.SD,cs,2021-12,62,50
cs.SD,cs,2022-01,62,50
cs.SD,cs,2022-02,91,50
cs.SD,cs,2022-03,178,50
cs.SD,cs,2022-04,133,50
cs.SD,cs,2022-05,59,50
cs.SD,cs,2022-06,109,50
cs.SD,cs,2022-07,99,50
cs.SD,cs,2022-08,78,50
cs.SD,cs,2022-09,88,50
cs.SD,cs,2022-10,152,50
cs.SD,cs,2022-11,133,50
cs.SD,cs,2022-12,51,50
cs.SD,cs,2023-01,47,47
cs.SD,cs,2023-02,70,50
cs.SD,cs,2023-03,95,50
cs.SD,cs,2023-04,58,50
cs.SD,cs,2023-05,168,50
cs.SD,cs,2023-06,134,50
cs.SD,cs,2023-07,91,50
cs.SD,cs,2023-08,104,50
cs.SD,cs,2023-09,169,50
cs.SD,cs,2023-10,121,50
cs.SD,cs,2023-11,82,50
cs.SD,cs,2023-12,106,50
cs.SD,cs,2024-01,93,50
cs.SD,cs,2024-02,89,50
cs.SD,cs,2024-03,90,50
cs.SD,cs,2024-04,82,50
cs.SD,cs,2024-05,96,50
cs.SD,cs,2024-06,189,50
cs.SD,cs,2024-07,147,50
cs.SD,cs,2024-08,125,50
cs.SD,cs,2024-09,215,50
cs.SD,cs,2024-10,162,50
cs.SD,cs,2024-11,102,50
cs.SD,cs,2024-12,120,50
cs.SD,cs,2025-01,122,50
cs.SD,cs,2025-02,111,50
cs.SD,cs,2025-03,112,50
cs.SD,cs,2025-04,92,50
cs.SD,cs,2025-05,217,50
cs.SD,cs,2025-06,220,50
cs.SD,cs,2025-07,187,50
cs.SD,cs,2025-08,170,50
cs.SD,cs,2025-09,280,50
cs.SD,cs,2025-10,204,50
cs.SD,cs,2025-11,123,50
cs.SD,cs,2025-12,132,50
cs.SE,cs,2018-01,55,50
cs.SE,cs,2018-02,69,50
cs.SE,cs,2018-03,87,50
cs.SE,cs,2018-04,45,45
cs.SE,cs,2018-05,77,50
cs.SE,cs,2018-06,59,50
cs.SE,cs,2018-07,94,50
cs.SE,cs,2018-08,76,50
cs.SE,cs,2018-09,63,50
cs.SE,cs,2018-10,53,50
cs.SE,cs,2018-11,66,50
cs.SE,cs,2018-12,73,50
cs.SE,cs,2019-01,75,50
cs.SE,cs,2019-02,60,50
cs.SE,cs,2019-03,90,50
cs.SE,cs,2019-04,93,50
cs.SE,cs,2019-05,93,50
cs.SE,cs,2019-06,80,50
cs.SE,cs,2019-07,88,50
cs.SE,cs,2019-08,70,50
cs.SE,cs,2019-09,68,50
cs.SE,cs,2019-10,71,50
cs.SE,cs,2019-11,64,50
cs.SE,cs,2019-12,73,50
cs.SE,cs,2020-01,68,50
cs.SE,cs,2020-02,67,50
cs.SE,cs,2020-03,92,50
cs.SE,cs,2020-04,112,50
cs.SE,cs,2020-05,116,50
cs.SE,cs,2020-06,82,50
cs.SE,cs,2020-07,110,50
cs.SE,cs,2020-08,105,50
cs.SE,cs,2020-09,113,50
cs.SE,cs,2020-10,92,50
cs.SE,cs,2020-11,87,50
cs.SE,cs,2020-12,119,50
cs.SE,cs,2021-01,107,50
cs.SE,cs,2021-02,175,50
cs.SE,cs,2021-03,327,50
cs.SE,cs,2021-04,155,50
cs.SE,cs,2021-05,126,50
cs.SE,cs,2021-06,113,50
cs.SE,cs,2021-07,129,50
cs.SE,cs,2021-08,160,50
cs.SE,cs,2021-09,111,50
cs.SE,cs,2021-10,117,50
cs.SE,cs,2021-11,81,50
cs.SE,cs,2021-12,116,50
cs.SE,cs,2022-01,122,50
cs.SE,cs,2022-02,122,50
cs.SE,cs,2022-03,154,50
cs.SE,cs,2022-04,162,50
cs.SE,cs,2022-05,142,50
cs.SE,cs,2022-06,138,50
cs.SE,cs,2022-07,100,50
cs.SE,cs,2022-08,181,50
cs.SE,cs,2022-09,140,50
cs.SE,cs,2022-10,95,50
cs.SE,cs,2022-11,89,50
cs.SE,cs,2022-12,111,50
cs.SE,cs,2023-01,124,50
cs.SE,cs,2023-02,143,50
cs.SE,cs,2023-03,173,50
cs.SE,cs,2023-04,135,50
cs.SE,cs,2023-05,217,50
cs.SE,cs,2023-06,159,50
cs.SE,cs,2023-07,188,50
cs.SE,cs,2023-08,237,50
cs.SE,cs,2023-09,168,50
cs.SE,cs,2023-10,187,50
cs.SE,cs,2023-11,176,50
cs.SE,cs,2023-12,160,50
cs.SE,cs,2024-01,245,50
cs.SE,cs,2024-02,237,50
cs.SE,cs,2024-03,220,50
cs.SE,cs,2024-04,258,50
cs.SE,cs,2024-05,238,50
cs.SE,cs,2024-06,233,50
cs.SE,cs,2024-07,256,50
cs.SE,cs,2024-08,261,50
cs.SE,cs,2024-09,223,50
cs.SE,cs,2024-10,224,50
cs.SE,cs,2024-11,224,50
cs.SE,cs,2024-12,233,50
cs.SE,cs,2025-01,286,50
cs.SE,cs,2025-02,298,50
cs.SE,cs,2025-03,337,50
cs.SE,cs,2025-04,348,50
cs.SE,cs,2025-05,288,50
cs.SE,cs,2025-06,387,50
cs.SE,cs,2025-07,367,50
cs.SE,cs,2025-08,284,50
cs.SE,cs,2025-09,352,50
cs.SE,cs,2025-10,452,50
cs.SE,cs,2025-11,323,50
cs.SE,cs,2025-12,344,50
cs.SI,cs,2018-01,83,50
cs.SI,cs,2018-02,85,50
cs.SI,cs,2018-03,56,50
cs.SI,cs,2018-04,86,50
cs.SI,cs,2018-05,81,50
cs.SI,cs,2018-06,60,50
cs.SI,cs,2018-07,65,50
cs.SI,cs,2018-08,47,47
cs.SI,cs,2018-09,85,50
cs.SI,cs,2018-10,55,50
cs.SI,cs,2018-11,76,50
cs.SI,cs,2018-12,61,50
cs.SI,cs,2019-01,60,50
cs.SI,cs,2019-02,75,50
cs.SI,cs,2019-03,71,50
cs.SI,cs,2019-04,85,50
cs.SI,cs,2019-05,81,50
cs.SI,cs,2019-06,96,50
cs.SI,cs,2019-07,64,50
cs.SI,cs,2019-08,94,50
cs.SI,cs,2019-09,72,50
cs.SI,cs,2019-10,82,50
cs.SI,cs,2019-11,76,50
cs.SI,cs,2019-12,67,50
cs.SI,cs,2020-01,76,50
cs.SI,cs,2020-02,81,50
cs.SI,cs,2020-03,88,50
cs.SI,cs,2020-04,140,50
cs.SI,cs,2020-05,100,50
cs.SI,cs,2020-06,130,50
cs.SI,cs,2020-07,89,50
cs.SI,cs,2020-08,121,50
cs.SI,cs,2020-09,99,50
cs.SI,cs,2020-10,101,50
cs.SI,cs,2020-11,98,50
cs.SI,cs,2020-12,100,50
cs.SI,cs,2021-01,91,50
cs.SI,cs,2021-02,93,50
cs.SI,cs,2021-03,108,50
cs.SI,cs,2021-04,76,50
cs.SI,cs,2021-05,98,50
cs.SI,cs,2021-06,103,50
cs.SI,cs,2021-07,66,50
cs.SI,cs,2021-08,65,50
cs.SI,cs,2021-09,85,50
cs.SI,cs,2021-10,84,50
cs.SI,cs,2021-11,91,50
cs.SI,cs,2021-12,70,50
cs.SI,cs,2022-01,82,50
cs.SI,cs,2022-02,75,50
cs.SI,cs,2022-03,87,50
cs.SI,cs,2022-04,65,50
cs.SI,cs,2022-05,63,50
cs.SI,cs,2022-06,72,50
cs.SI,cs,2022-07,74,50
cs.SI,cs,2022-08,76,50
cs.SI,cs,2022-09,78,50
cs.SI,cs,2022-10,79,50
cs.SI,cs,2022-11,82,50
cs.SI,cs,2022-12,63,50
cs.SI,cs,2023-01,80,50
cs.SI,cs,2023-02,59,50
cs.SI,cs,2023-03,90,50
cs.SI,cs,2023-04,57,50
cs.SI,cs,2023-05,76,50
cs.SI,cs,2023-06,93,50
cs.SI,cs,2023-07,77,50
cs.SI,cs,2023-08,75,50
cs.SI,cs,2023-09,73,50
cs.SI,cs,2023-10,90,50
cs.SI,cs,2023-11,79,50
cs.SI,cs,2023-12,74,50
cs.SI,cs,2024-01,93,50
cs.SI,cs,2024-02,97,50
cs.SI,cs,2024-03,87,50
cs.SI,cs,2024-04,71,50
cs.SI,cs,2024-05,79,50
cs.SI,cs,2024-06,78,50
cs.SI,cs,2024-07,90,50
cs.SI,cs,2024-08,63,50
cs.SI,cs,2024-09,87,50
cs.SI,cs,2024-10,107,50
cs.SI,cs,2024-11,66,50
cs.SI,cs,2024-12,78,50
cs.SI,cs,2025-01,75,50
cs.SI,cs,2025-02,107,50
cs.SI,cs,2025-03,97,50
cs.SI,cs,2025-04,78,50
cs.SI,cs,2025-05,114,50
cs.SI,cs,2025-06,72,50
cs.SI,cs,2025-07,86,50
cs.SI,cs,2025-08,75,50
cs.SI,cs,2025-09,85,50
cs.SI,cs,2025-10,86,50
cs.SI,cs,2025-11,73,50
cs.SI,cs,2025-12,89,50
cs.SY,cs,2018-01,60,50
cs.SY,cs,2018-02,75,50
cs.SY,cs,2018-03,113,50
cs.SY,cs,2018-04,121,50
cs.SY,cs,2018-05,89,50
cs.SY,cs,2018-06,75,50
cs.SY,cs,2018-07,68,50
cs.SY,cs,2018-08,62,50
cs.SY,cs,2018-09,104,50
cs.SY,cs,2018-10,100,50
cs.SY,cs,2018-11,91,50
cs.SY,cs,2018-12,67,50
cs.SY,cs,2019-02,86,50
cs.SY,cs,2019-03,144,50
cs.SY,cs,2019-04,97,50
cs.SY,cs,2019-05,86,50
cs.SY,cs,2019-06,4,4
cs.SY,cs,2025-12,1,1
econ.EM,econ,2018-01,10,10
econ.EM,econ,2018-02,7,7
econ.EM,econ,2018-03,13,13
econ.EM,econ,2018-04,7,7
econ.EM,econ,2018-05,10,10
econ.EM,econ,2018-06,8,8
econ.EM,econ,2018-07,8,8
econ.EM,econ,2018-08,7,7
econ.EM,econ,2018-09,14,14
econ.EM,econ,2018-10,6,6
econ.EM,econ,2018-11,5,5
econ.EM,econ,2018-12,4,4
econ.EM,econ,2019-01,5,5
econ.EM,econ,2019-02,7,7
econ.EM,econ,2019-03,2,2
econ.EM,econ,2019-04,13,13
econ.EM,econ,2019-05,13,13
econ.EM,econ,2019-06,10,10
econ.EM,econ,2019-07,13,13
econ.EM,econ,2019-08,11,11
econ.EM,econ,2019-09,11,11
econ.EM,econ,2019-10,11,11
econ.EM,econ,2019-11,9,9
econ.EM,econ,2019-12,11,11
econ.EM,econ,2020-01,7,7
econ.EM,econ,2020-02,8,8
econ.EM,econ,2020-03,13,13
econ.EM,econ,2020-04,14,14
econ.EM,econ,2020-05,16,16
econ.EM,econ,2020-06,25,25
econ.EM,econ,2020-07,14,14
econ.EM,econ,2020-08,17,17
econ.EM,econ,2020-09,16,16
econ.EM,econ,2020-10,17,17
econ.EM,econ,2020-11,19,19
econ.EM,econ,2020-12,14,14
econ.EM,econ,2021-01,13,13
econ.EM,econ,2021-02,10,10
econ.EM,econ,2021-03,20,20
econ.EM,econ,2021-04,9,9
econ.EM,econ,2021-05,13,13
econ.EM,econ,2021-06,10,10
econ.EM,econ,2021-07,19,19
econ.EM,econ,2021-08,15,15
econ.EM,econ,2021-09,16,16
econ.EM,econ,2021-10,15,15
econ.EM,econ,2021-11,15,15
econ.EM,econ,2021-12,12,12
econ.EM,econ,2022-01,16,16
econ.EM,econ,2022-02,15,15
econ.EM,econ,2022-03,12,12
econ.EM,econ,2022-04,16,16
econ.EM,econ,2022-05,13,13
econ.EM,econ,2022-06,14,14
econ.EM,econ,2022-07,14,14
econ.EM,econ,2022-08,13,13
econ.EM,econ,2022-09,18,18
econ.EM,econ,2022-10,16,16
econ.EM,econ,2022-11,15,15
econ.EM,econ,2022-12,19,19
econ.EM,econ,2023-01,19,19
econ.EM,econ,2023-02,9,9
econ.EM,econ,2023-03,7,7
econ.EM,econ,2023-04,9,9
econ.EM,econ,2023-05,15,15
econ.EM,econ,2023-06,13,13
econ.EM,econ,2023-07,24,24
econ.EM,econ,2023-08,17,17
econ.EM,econ,2023-09,9,9
econ.EM,econ,2023-10,19,19
econ.EM,econ,2023-11,12,12
econ.EM,econ,2023-12,18,18
econ.EM,econ,2024-01,13,13
econ.EM,econ,2024-02,13,13
econ.EM,econ,2024-03,17,17
econ.EM,econ,2024-04,16,16
econ.EM,econ,2024-05,22,22
econ.EM,econ,2024-06,8,8
econ.EM,econ,2024-07,11,11
econ.EM,econ,2024-08,12,12
econ.EM,econ,2024-09,15,15
econ.EM,econ,2024-10,16,16
econ.EM,econ,2024-11,18,18
econ.EM,econ,2024-12,13,13
econ.EM,econ,2025-01,17,17
econ.EM,econ,2025-02,15,15
econ.EM,econ,2025-03,23,23
econ.EM,econ,2025-04,15,15
econ.EM,econ,2025-05,17,17
econ.EM,econ,2025-06,14,14
econ.EM,econ,2025-07,20,20
econ.EM,econ,2025-08,10,10
econ.EM,econ,2025-09,20,20
econ.EM,econ,2025-10,26,26
econ.EM,econ,2025-11,25,25
econ.EM,econ,2025-12,30,30
econ.GN,econ,2018-05,2,2
econ.GN,econ,2018-07,6,6
econ.GN,econ,2018-08,2,2
econ.GN,econ,2018-09,3,3
econ.GN,econ,2018-11,1,1
econ.GN,econ,2018-12,1,1
econ.GN,econ,2019-01,4,4
econ.GN,econ,2019-02,4,4
econ.GN,econ,2019-03,7,7
econ.GN,econ,2019-04,3,3
econ.GN,econ,2019-05,4,4
econ.GN,econ,2019-06,4,4
econ.GN,econ,2019-07,5,5
econ.GN,econ,2019-08,6,6
econ.GN,econ,2019-09,4,4
econ.GN,econ,2019-10,5,5
econ.GN,econ,2019-11,2,2
econ.GN,econ,2019-12,7,7
econ.GN,econ,2020-01,5,5
econ.GN,econ,2020-02,3,3
econ.GN,econ,2020-03,4,4
econ.GN,econ,2020-04,12,12
econ.GN,econ,2020-05,13,13
econ.GN,econ,2020-06,11,11
econ.GN,econ,2020-07,10,10
econ.GN,econ,2020-08,7,7
econ.GN,econ,2020-09,7,7
econ.GN,econ,2020-10,11,11
econ.GN,econ,2020-11,15,15
econ.GN,econ,2020-12,15,15
econ.GN,econ,2021-01,8,8
econ.GN,econ,2021-02,20,20
econ.GN,econ,2021-03,12,12
econ.GN,econ,2021-04,13,13
econ.GN,econ,2021-05,15,15
econ.GN,econ,2021-06,9,9
econ.GN,econ,2021-07,11,11
econ.GN,econ,2021-08,3,3
econ.GN,econ,2021-09,9,9
econ.GN,econ,2021-10,7,7
econ.GN,econ,2021-11,8,8
econ.GN,econ,2021-12,13,13
econ.GN,econ,2022-01,15,15
econ.GN,econ,2022-02,12,12
econ.GN,econ,2022-03,5,5
econ.GN,econ,2022-04,4,4
econ.GN,econ,2022-05,10,10
econ.GN,econ,2022-06,13,13
econ.GN,econ,2022-07,6,6
econ.GN,econ,2022-08,3,3
econ.GN,econ,2022-09,11,11
econ.GN,econ,2022-10,7,7
econ.GN,econ,2022-11,8,8
econ.GN,econ,2022-12,9,9
econ.GN,econ,2023-01,7,7
econ.GN,econ,2023-02,8,8
econ.GN,econ,2023-03,9,9
econ.GN,econ,2023-04,11,11
econ.GN,econ,2023-05,10,10
econ.GN,econ,2023-06,10,10
econ.GN,econ,2023-07,6,6
econ.GN,econ,2023-08,12,12
econ.GN,econ,2023-09,4,4
econ.GN,econ,2023-10,11,11
econ.GN,econ,2023-11,5,5
econ.GN,econ,2023-12,6,6
econ.GN,econ,2024-01,11,11
econ.GN,econ,2024-02,12,12
econ.GN,econ,2024-03,6,6
econ.GN,econ,2024-04,17,17
econ.GN,econ,2024-05,10,10
econ.GN,econ,2024-06,9,9
econ.GN,econ,2024-07,14,14
econ.GN,econ,2024-08,10,10
econ.GN,econ,2024-09,16,16
econ.GN,econ,2024-10,10,10
econ.GN,econ,2024-11,12,12
econ.GN,econ,2024-12,10,10
econ.GN,econ,2025-01,13,13
econ.GN,econ,2025-02,9,9
econ.GN,econ,2025-03,8,8
econ.GN,econ,2025-04,20,20
econ.GN,econ,2025-05,21,21
econ.GN,econ,2025-06,11,11
econ.GN,econ,2025-07,16,16
econ.GN,econ,2025-08,15,15
econ.GN,econ,2025-09,16,16
econ.GN,econ,2025-10,18,18
econ.GN,econ,2025-11,19,19
econ.GN,econ,2025-12,21,21
econ.TH,econ,2018-01,1,1
econ.TH,econ,2018-08,2,2
econ.TH,econ,2018-09,1,1
econ.TH,econ,2018-10,1,1
econ.TH,econ,2018-11,3,3
econ.TH,econ,2018-12,3,3
econ.TH,econ,2019-01,1,1
econ.TH,econ,2019-02,1,1
econ.TH,econ,2019-03,1,1
econ.TH,econ,2019-04,4,4
econ.TH,econ,2019-05,5,5
econ.TH,econ,2019-06,2,2
econ.TH,econ,2019-07,7,7
econ.TH,econ,2019-08,6,6
econ.TH,econ,2019-09,3,3
econ.TH,econ,2019-10,7,7
econ.TH,econ,2019-11,7,7
econ.TH,econ,2019-12,4,4
econ.TH,econ,2020-01,3,3
econ.TH,econ,2020-02,7,7
econ.TH,econ,2020-03,3,3
econ.TH,econ,2020-04,11,11
econ.TH,econ,2020-05,11,11
econ.TH,econ,2020-06,8,8
econ.TH,econ,2020-07,13,13
econ.TH,econ,2020-08,10,10
econ.TH,econ,2020-09,11,11
econ.TH,econ,2020-10,4,4
econ.TH,econ,2020-11,7,7
econ.TH,econ,2020-12,6,6
econ.TH,econ,2021-01,3,3
econ.TH,econ,2021-02,11,11
econ.TH,econ,2021-03,5,5
econ.TH,econ,2021-04,2,2
econ.TH,econ,2021-05,6,6
econ.TH,econ,2021-06,7,7
econ.TH,econ,2021-07,10,10
econ.TH,econ,2021-08,8,8
econ.TH,econ,2021-09,5,5
econ.TH,econ,2021-10,8,8
econ.TH,econ,2021-11,4,4
econ.TH,econ,2021-12,7,7
econ.TH,econ,2022-01,3,3
econ.TH,econ,2022-02,8,8
econ.TH,econ,2022-03,9,9
econ.TH,econ,2022-04,3,3
econ.TH,econ,2022-05,9,9
econ.TH,econ,2022-06,7,7
econ.TH,econ,2022-07,7,7
econ.TH,econ,2022-08,7,7
econ.TH,econ,2022-09,7,7
econ.TH,econ,2022-10,7,7
econ.TH,econ,2022-11,2,2
econ.TH,econ,2022-12,6,6
econ.TH,econ,2023-01,13,13
econ.TH,econ,2023-02,12,12
econ.TH,econ,2023-03,10,10
econ.TH,econ,2023-04,7,7
econ.TH,econ,2023-05,6,6
econ.TH,econ,2023-06,2,2
econ.TH,econ,2023-07,5,5
econ.TH,econ,2023-08,3,3
econ.TH,econ,2023-09,5,5
econ.TH,econ,2023-10,10,10
econ.TH,econ,2023-11,10,10
econ.TH,econ,2023-12,9,9
econ.TH,econ,2024-01,11,11
econ.TH,econ,2024-02,17,17
econ.TH,econ,2024-03,12,12
econ.TH,econ,2024-04,10,10
econ.TH,econ,2024-05,7,7
econ.TH,econ,2024-06,9,9
econ.TH,econ,2024-07,7,7
econ.TH,econ,2024-08,7,7
econ.TH,econ,2024-09,8,8
econ.TH,econ,2024-10,12,12
econ.TH,econ,2024-11,14,14
econ.TH,econ,2024-12,9,9
econ.TH,econ,2025-01,9,9
econ.TH,econ,2025-02,16,16
econ.TH,econ,2025-03,12,12
econ.TH,econ,2025-04,11,11
econ.TH,econ,2025-05,12,12
econ.TH,econ,2025-06,4,4
econ.TH,econ,2025-07,14,14
econ.TH,econ,2025-08,12,12
econ.TH,econ,2025-09,10,10
econ.TH,econ,2025-10,10,10
econ.TH,econ,2025-11,11,11
econ.TH,econ,2025-12,20,20
eess.AS,eess,2018-01,5,5
eess.AS,eess,2018-02,12,12
eess.AS,eess,2018-03,22,22
eess.AS,eess,2018-04,29,29
eess.AS,eess,2018-05,17,17
eess.AS,eess,2018-06,18,18
eess.AS,eess,2018-07,24,24
eess.AS,eess,2018-08,17,17
eess.AS,eess,2018-09,16,16
eess.AS,eess,2018-10,38,38
eess.AS,eess,2018-11,59,50
eess.AS,eess,2018-12,25,25
eess.AS,eess,2019-01,12,12
eess.AS,eess,2019-02,21,21
eess.AS,eess,2019-03,24,24
eess.AS,eess,2019-04,52,50
eess.AS,eess,2019-05,34,34
eess.AS,eess,2019-06,52,50
eess.AS,eess,2019-07,58,50
eess.AS,eess,2019-08,30,30
eess.AS,eess,2019-09,44,44
eess.AS,eess,2019-10,95,50
eess.AS,eess,2019-11,62,50
eess.AS,eess,2019-12,45,45
eess.AS,eess,2020-01,53,50
eess.AS,eess,2020-02,85,50
eess.AS,eess,2020-03,78,50
eess.AS,eess,2020-04,93,50
eess.AS,eess,2020-05,186,50
eess.AS,eess,2020-06,118,50
eess.AS,eess,2020-07,115,50
eess.AS,eess,2020-08,203,50
eess.AS,eess,2020-09,78,50
eess.AS,eess,2020-10,127,50
eess.AS,eess,2020-11,109,50
eess.AS,eess,2020-12,51,50
eess.AS,eess,2021-01,33,33
eess.AS,eess,2021-02,82,50
eess.AS,eess,2021-03,72,50
eess.AS,eess,2021-04,111,50
eess.AS,eess,2021-05,52,50
eess.AS,eess,2021-06,117,50
eess.AS,eess,2021-07,89,50
eess.AS,eess,2021-08,58,50
eess.AS,eess,2021-09,65,50
eess.AS,eess,2021-10,166,50
eess.AS,eess,2021-11,67,50
eess.AS,eess,2021-12,45,45
eess.AS,eess,2022-01,55,50
eess.AS,eess,2022-02,94,50
eess.AS,eess,2022-03,129,50
eess.AS,eess,2022-04,113,50
eess.AS,eess,2022-05,72,50
eess.AS,eess,2022-06,115,50
eess.AS,eess,2022-07,80,50
eess.AS,eess,2022-08,36,36
eess.AS,eess,2022-09,64,50
eess.AS,eess,2022-10,141,50
eess.AS,eess,2022-11,156,50
eess.AS,eess,2022-12,66,50
eess.AS,eess,2023-01,32,32
eess.AS,eess,2023-02,66,50
eess.AS,eess,2023-03,101,50
eess.AS,eess,2023-04,48,48
eess.AS,eess,2023-05,149,50
eess.AS,eess,2023-06,158,50
eess.AS,eess,2023-07,87,50
eess.AS,eess,2023-08,75,50
eess.AS,eess,2023-09,200,50
eess.AS,eess,2023-10,110,50
eess.AS,eess,2023-11,68,50
eess.AS,eess,2023-12,77,50
eess.AS,eess,2024-01,117,50
eess.AS,eess,2024-02,88,50
eess.AS,eess,2024-03,70,50
eess.AS,eess,2024-04,49,49
eess.AS,eess,2024-05,46,46
eess.AS,eess,2024-06,236,50
eess.AS,eess,2024-07,123,50
eess.AS,eess,2024-08,98,50
eess.AS,eess,2024-09,225,50
eess.AS,eess,2024-10,119,50
eess.AS,eess,2024-11,62,50
eess.AS,eess,2024-12,80,50
eess.AS,eess,2025-01,105,50
eess.AS,eess,2025-02,64,50
eess.AS,eess,2025-03,60,50
eess.AS,eess,2025-04,52,50
eess.AS,eess,2025-05,162,50
eess.AS,eess,2025-06,164,50
eess.AS,eess,2025-07,130,50
eess.AS,eess,2025-08,141,50
eess.AS,eess,2025-09,234,50
